DepMap_ID,CCLE_Name,Aliases,COSMIC_ID,Sanger ID,Primary Disease,Subtype Disease,Gender,Source
ACH-002260,KOSC2_UPPER_AERODIGESTIVE_TRACT,,753570,315,Head and Neck Cancer,Squamous Cell Carcinoma,,Sanger
ACH-002261,KPNYS_AUTONOMIC_GANGLIA,,946363,853,Neuroblastoma,Unknown,,Sanger
ACH-002262,KY821_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907300,1631,Leukemia,"Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)",,Sanger
ACH-002263,KYSE220_OESOPHAGUS,,1240167,1614,Esophageal Cancer,Squamous Cell Carcinoma,,Sanger
ACH-002264,KYSE50_OESOPHAGUS,,1298222,1939,Esophageal Cancer,Squamous Cell Carcinoma,,Sanger
ACH-002265,LB771HNC_UPPER_AERODIGESTIVE_TRACT,,753583,12,Head and Neck Cancer,Squamous Cell Carcinoma,,Sanger
ACH-002266,LB831BLC_URINARY_TRACT,,753584,1267,Bladder Cancer,Carcinoma,,Sanger
ACH-002267,LC41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907787,583,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",,Sanger
ACH-002268,LN405_CENTRAL_NERVOUS_SYSTEM,,910694,1505,Brain Cancer,Glioblastoma,,Sanger
ACH-002269,LNZTA3WT4_CENTRAL_NERVOUS_SYSTEM,,1240170,1793,Brain Cancer,Astrocytoma,,Sanger
ACH-002270,MCCAR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,683665,49,Non-Cancerous,Unknown,,Sanger
ACH-002271,MFHINO_SOFT_TISSUE,,925343,2069,Sarcoma,Malignant Fibrous Histiocytoma,-1,Sanger
ACH-002272,MHHPREB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908136,788,Lymphoma,"B-cell, Non-Hodgkins",,Sanger
ACH-002273,ML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908141,628,Leukemia,Acute Myelogenous Leukemia (AML),,Sanger
ACH-002274,MLMA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908142,1228,Leukemia,Hairy Cell,,Sanger
ACH-002275,MN60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908143,1177,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",,Sanger
ACH-002276,MYM12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330960,126,Leukemia,Acute Biphenotypic Leukemia,,Sanger
ACH-002277,NBTU110_AUTONOMIC_GANGLIA,,1240181,730,Neuroblastoma,Unknown,,Sanger
ACH-002278,NB10_AUTONOMIC_GANGLIA,,949171,1033,Neuroblastoma,Unknown,,Sanger
ACH-002279,NB12_AUTONOMIC_GANGLIA,,949172,1779,Neuroblastoma,Unknown,,Sanger
ACH-002280,NB13_AUTONOMIC_GANGLIA,,949177,215,Neuroblastoma,Unknown,,Sanger
ACH-002281,NB14_AUTONOMIC_GANGLIA,,949178,32,Neuroblastoma,Unknown,,Sanger
ACH-002282,NB17_AUTONOMIC_GANGLIA,,949175,159,Neuroblastoma,Unknown,,Sanger
ACH-002283,NB5_AUTONOMIC_GANGLIA,,949176,2071,Neuroblastoma,Unknown,,Sanger
ACH-002284,NB6_AUTONOMIC_GANGLIA,,949173,2258,Neuroblastoma,Unknown,,Sanger
ACH-002285,NB7_AUTONOMIC_GANGLIA,,949174,1861,Neuroblastoma,Unknown,,Sanger
ACH-002286,NCIH128_LUNG,,753597,1234,Lung Cancer,Small Cell Lung Cancer (SCLC),,Sanger
ACH-002287,NCIH630_LARGE_INTESTINE,,908482,338,Colon/Colorectal Cancer,Colorectal Carcinoma,,Sanger
ACH-002288,NEC8_TESTIS,,910942,1394,Embryonal Cancer,Testicular Carcinoma,,Sanger
ACH-002289,NK92MI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330981,424,Leukemia,Natural Killer Cell Lymphoblastic Leukemia/Lymphoma,,Sanger
ACH-002290,NKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908448,1488,Leukemia,Acute Myelogenous Leukemia (AML),,Sanger
ACH-002291,NTERA2CLD1_TESTIS,,908454,229,Embryonal Cancer,Carcinoma,-1,Sanger
ACH-002292,OACP4C_OESOPHAGUS,,1503362,966,Esophageal Cancer,Adenocarcinoma,,Sanger
ACH-002293,P32ISH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330987,1617,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",,Sanger
ACH-002294,PCI15A_UPPER_AERODIGESTIVE_TRACT,,1240204,1217,Head and Neck Cancer,Squamous Cell Carcinoma,,Sanger
ACH-002295,PCI30_UPPER_AERODIGESTIVE_TRACT,,1298529,1042,Head and Neck Cancer,Squamous Cell Carcinoma,,Sanger
ACH-002296,PCI38_UPPER_AERODIGESTIVE_TRACT,,1240205,334,Head and Neck Cancer,Squamous Cell Carcinoma,,Sanger
ACH-002297,PCI4B_UPPER_AERODIGESTIVE_TRACT,,1298531,1068,Head and Neck Cancer,"Squamous Cell Carcinoma, laryngeal",,Sanger
ACH-002298,PCI6A_UPPER_AERODIGESTIVE_TRACT,,1240206,1218,Head and Neck Cancer,Squamous Cell Carcinoma,,Sanger
ACH-002299,QIMRWIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910545,402,Leukemia,Acute Myelogenous Leukemia (AML),,Sanger
ACH-002300,RAMOS2G64C10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910401,68,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",-1,Sanger
ACH-002301,RF48_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909697,69,Lymphoma,"B-cell, Non-Hodgkins",,Sanger
ACH-002302,RPMI8866_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910544,1525,Leukemia,Chronic Myelogenous Leukemia (CML),,Sanger
ACH-002303,[MERGED_TO_ACH-002392]SC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331030,863,Lymphoma,"B-cell, Non-Hodgkins, Follicular",-1,Sanger
ACH-002304,SKMG1_CENTRAL_NERVOUS_SYSTEM,,909729,578,Brain Cancer,Astrocytoma,,Sanger
ACH-002305,SKN3_UPPER_AERODIGESTIVE_TRACT,,1299059,1910,Head and Neck Cancer,Squamous Cell Carcinoma,,Sanger
ACH-002306,STS0421_SOFT_TISSUE,,1299061,1747,Gastric Cancer,Adenocarcinoma,,Sanger
ACH-002307,SUDHL16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331034,1449,Lymphoma,"B-cell, Non-Hodgkins",,Sanger
ACH-002308,SUPB8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910209,2072,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",,Sanger
ACH-002309,SW684_SOFT_TISSUE,,909754,1559,Sarcoma,Fibrosarcoma,,Sanger
ACH-002310,SW872_SOFT_TISSUE,,909756,1916,Liposarcoma,Unknown,,Sanger
ACH-002311,TE12_OESOPHAGUS,,946356,1611,Esophageal Cancer,Squamous Cell Carcinoma,,Sanger
ACH-002312,TGBC24TKB_BILIARY_TRACT,,910695,2046,Gallbladder Cancer,Carcinoma,,Sanger
ACH-002313,TK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331045,851,Lymphoma,"B-cell, Non-Hodgkins",,Sanger
ACH-002314,TUR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909773,6,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Monocytic)",,Sanger
ACH-002315,SCC90_UPPER_AERODIGESTIVE_TRACT,,1299052,864,Head and Neck Cancer,"Squamous Cell Carcinoma, tongue",,Sanger
ACH-002316,WIL2NS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331049,1470,Non-Cancerous,Hereditary Spherocytosis,,Sanger
ACH-002317,YT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,946358,1521,Leukemia,Natural Killer Cell Lymphoblastic Leukemia/Lymphoma,,Sanger
ACH-002319,184A1_BREAST,,,,Breast Cancer,Unknown,,
ACH-002320,600MPE_BREAST,,,,Breast Cancer,Unknown,,
ACH-002321,HBL100_BREAST,,,,Unknown,Unknown,-1,
ACH-002322,HCC2185_BREAST,,,,Breast Cancer,Unknown,,
ACH-002323,HCC2688_BREAST,,,,Breast Cancer,Unknown,,
ACH-002324,HCC3153_BREAST,,,,Breast Cancer,Unknown,,
ACH-002325,LY2_BREAST,,,,Breast Cancer,Unknown,,
ACH-002326,MACLS2_BREAST,,,,Breast Cancer,Unknown,,
ACH-002327,MCF12A_BREAST,,,,Breast Cancer,Unknown,,
ACH-002328,MX1_BREAST,,,,Breast Cancer,Unknown,,
ACH-002329,SKBR5_BREAST,,,,Breast Cancer,Unknown,,
ACH-002330,SKBR7_BREAST,,,,Breast Cancer,Unknown,,
ACH-002331,ZR75B_BREAST,,,,Breast Cancer,Unknown,,
ACH-002333,HCC827GR_LUNG,,,,Lung Cancer,Unknown,,
ACH-002334,SS1A_SOFT_TISSUE,,,,Sarcoma,,-1,
ACH-002336,HCET_UPPER_AERODIGESTIVE_TRACT,,,,Unknown,Unknown,,Sanger
ACH-002337,JHU028_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,Sanger
ACH-002338,M980513_SKIN,,,,Skin Cancer,Melanoma,,Sanger
ACH-002339,MOT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Leukemia,Hairy Cell,,Sanger
ACH-002340,NBSUSSR_AUTONOMIC_GANGLIA,,,,Neuroblastoma,Unknown,-1,Sanger
ACH-002341,[MERGED_TO_ACH-002138]H513_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenosquamous Carcinoma",-1,Sanger
ACH-002342,BB30PBL_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002343,BB49EBV_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002344,BB65EBV_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002346,CP50EBV_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002347,CP66EBV_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002348,DIPG007_CENTRAL_NERVOUS_SYSTEM,,,,unknown,,,Sanger
ACH-002349,GBM001_CENTRAL_NERVOUS_SYSTEM,,,,unknown,,,Sanger
ACH-002350,HA7EBV_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002351,L542_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002352,LB1047EBV_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002353,LB2241EBV_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002354,LB2518EBV_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002355,LB373EBV_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002356,LB647PBL_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002357,LB771PBL_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002358,LB831EBV_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002359,LB996EBV_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002360,MZ1B_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002361,MZ7B_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002362,NCIBL128_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002363,NCIBL1395_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002364,NCIBL1437_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002365,NCIBL1770_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002366,NCIBL2009_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002367,NCIBL2052_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002368,NCIBL2087_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002369,NCIBL209_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002370,NCIBL2122_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002371,NCIBL2126_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002372,NCIBL2171_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002373,HCC1187_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002374,HCC1599_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002375,HCC1937_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002376,LS1034_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002377,HCC38_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002378,HCC1143_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002379,J82_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002380,COLO829_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002381,HCC2157_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002382,HCC1395_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002383,HCC2218_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002384,HCC1954_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002386,M00921_SKIN,,,,Skin Cancer,Melanoma,,Sanger
ACH-002387,M1203273_SKIN,,,,Skin Cancer,Melanoma,-1,Sanger
ACH-002388,MET2B_SKIN,,,,Skin Cancer,Melanoma,,Sanger
ACH-002389,ACN_AUTONOMIC_GANGLIA,,,,Neuroblastoma,Unknown,-1,Sanger
ACH-002390,MC1010_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Leukemia,Acute Myelogenous Leukemia (AML),,Sanger
ACH-002391,UDSCC2_UPPER_AERODIGESTIVE_TRACT,,,,Head and Neck Cancer,"Squamous Cell Carcinoma, hypopharyngeal",Male,Sanger
ACH-002392,SC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,"B-cell, Non-Hodgkins, Follicular",Male,Sanger
ACH-002393,CROAP3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,"B-cell, Non-Hodgkins, Primary Effusion",Male,Sanger
ACH-002394,GEO_LARGE_INTESTINE,,,,Colon/Colorectal Cancer,Colon Carcinoma,,Sanger
ACH-002395,HUH6CLONE5_LIVER,,,,Liver Cancer,Hepatoblastoma,Male,Sanger
ACH-002396,SARC9371_BONE,,,,Bone Cancer,Osteosarcoma,,Sanger
ACH-002397,KMH2_THYROID,,2054094,,Thyroid Cancer,Carcinoma,Male,
